1416	setgid01_16	setgid01_16 setgid01_16
1418	setgid02_16	setgid02_16 setgid02_16
1420	setgid03_16	setgid03_16 setgid03_16
1425	sgetmask01	sgetmask01 sgetmask01
1428	setgroups01_16	setgroups01_16 setgroups01_16
1430	setgroups02_16	setgroups02_16 setgroups02_16
1432	setgroups03_16	setgroups03_16 setgroups03_16
1455	setregid01_16	setregid01_16 setregid01_16
1457	setregid02_16	setregid02_16 setregid02_16
1459	setregid03_16	setregid03_16 setregid03_16
1461	setregid04_16	setregid04_16 setregid04_16
1464	setresgid01_16	setresgid01_16 setresgid01_16
1466	setresgid02_16	setresgid02_16 setresgid02_16
1468	setresgid03_16	setresgid03_16 setresgid03_16
1470	setresgid04_16	setresgid04_16 setresgid04_16
1473	setresuid01_16	setresuid01_16 setresuid01_16
1475	setresuid02_16	setresuid02_16 setresuid02_16
1477	setresuid03_16	setresuid03_16 setresuid03_16
1479	setresuid04_16	setresuid04_16 setresuid04_16
1481	setresuid05_16	setresuid05_16 setresuid05_16
1484	setreuid01_16	setreuid01_16 setreuid01_16
1486	setreuid02_16	setreuid02_16 setreuid02_16
1488	setreuid03_16	setreuid03_16 setreuid03_16
1490	setreuid04_16	setreuid04_16 setreuid04_16
1492	setreuid05_16	setreuid05_16 setreuid05_16
1494	setreuid06_16	setreuid06_16 setreuid06_16
1496	setreuid07_16	setreuid07_16 setreuid07_16
1522	setuid01_16	setuid01_16 setuid01_16
1524	setuid03_16	setuid03_16 setuid03_16
1526	setuid04_16	setuid04_16 setuid04_16
1535	shmat04	shmat04 shmat04
1542	shmctl06	shmctl06 shmctl06
1572	signal06	signal06 signal06
1597	socketcall01	socketcall01 socketcall01
1598	socketcall02	socketcall02 socketcall02
1599	socketcall03	socketcall03 socketcall03
1613	splice08	splice08 splice08
1614	splice09	splice09 splice09
1619	ssetmask01	ssetmask01 ssetmask01
1630	statmount01	statmount01 statmount01
1631	statmount02	statmount02 statmount02
1632	statmount03	statmount03 statmount03
1633	statmount04	statmount04 statmount04
1634	statmount05	statmount05 statmount05
1635	statmount06	statmount06 statmount06
1636	statmount07	statmount07 statmount07
1637	statmount08	statmount08 statmount08
1638	statmount09	statmount09 statmount09
1663	switch01	switch01 endian_switch01
1684	sysctl01	sysctl01 sysctl01
1685	sysctl03	sysctl03 sysctl03
1686	sysctl04	sysctl04 sysctl04
1688	sysfs01	sysfs01 sysfs01
1689	sysfs02	sysfs02 sysfs02
1690	sysfs03	sysfs03 sysfs03
1691	sysfs04	sysfs04 sysfs04
1692	sysfs05	sysfs05 sysfs05
1782	userfaultfd02	userfaultfd02 userfaultfd02
1785	userfaultfd05	userfaultfd05 userfaultfd05
1788	ustat01	ustat01 ustat01
1789	ustat02	ustat02 ustat02
1856	writev03	writev03 writev03
1895	statx07	statx07 statx07
1909	perf_event_open03	perf_event_open03 perf_event_open03
